UNIX, DHT_HUM(%), DHT_TEMP(C), pH, TDS(ppm), TDS_RAW(ppm), TEMP(C)
1657714069,79.00,26.00,7.56,0.00,0.00,28.31
1657714074,79.00,26.00,7.53,0.00,0.00,28.25
1657714079,80.00,26.00,7.53,0.00,0.00,28.25
1657714084,80.00,26.00,7.53,0.00,0.00,28.19
1657714089,80.00,26.00,7.53,0.00,0.00,28.19
1657714094,81.00,26.00,7.53,0.00,0.00,28.13
1657714099,81.00,26.00,7.53,0.00,0.00,28.13
1657714104,81.00,26.00,7.53,0.00,0.00,28.13
1657714109,81.00,26.00,7.42,0.00,0.00,28.06
1657714114,81.00,26.00,7.34,0.00,0.00,28.00
1657714069,81.00,26.00,7.39,0.00,0.00,27.94
1657714074,82.00,26.00,7.47,0.00,0.00,27.88
1657714079,82.00,26.00,7.47,0.00,0.00,27.81
1657714084,82.00,26.00,7.47,64.55,67.95,27.75
1657714089,82.00,26.00,7.47,64.55,67.95,27.75
1657714094,82.00,27.00,7.47,3.96,4.17,27.75
1657714099,82.00,27.00,8.27,3.94,4.17,27.94
1657714104,82.00,27.00,7.94,49.74,52.50,27.88
1657714109,82.00,27.00,7.80,49.79,52.50,27.81
1657714114,82.00,27.00,7.75,49.85,52.50,27.75
1657714119,82.00,27.00,7.69,49.85,52.50,27.75
1657714124,82.00,27.00,7.64,49.85,52.50,27.75
1657714069,78.00,28.00,7.67,0.00,0.00,26.56
1657714074,78.00,28.00,7.72,0.00,0.00,26.56
1657714079,78.00,28.00,7.75,0.00,0.00,26.63
1657714084,78.00,28.00,7.75,0.00,0.00,26.69
1657714089,77.00,28.00,7.69,0.00,0.00,27.44
1657714094,78.00,28.00,7.83,42.49,44.66,27.63
1657714099,78.00,28.00,7.80,40.61,42.68,27.63
1657714104,78.00,28.00,7.80,40.61,42.68,27.63
1657714109,78.00,28.00,7.80,40.61,42.68,27.63
1657714114,78.00,28.00,7.86,42.44,44.66,27.69
1657714119,78.00,28.00,7.83,42.39,44.66,27.75
1657714124,78.00,28.00,7.83,42.35,44.66,27.81
1657714129,78.00,29.00,7.83,42.35,44.66,27.81
1657714130,78.00,29.00,7.83,42.35,44.66,27.81
1657714135,78.00,29.00,7.83,40.47,42.68,27.81
1657714140,78.00,29.00,7.80,47.99,50.55,27.75
1657714145,78.00,29.00,7.83,47.99,50.55,27.75
1657714150,78.00,29.00,7.83,47.99,50.55,27.75
1657714155,78.00,29.00,7.83,3.96,4.17,27.75
1657714160,78.00,29.00,7.80,11.81,12.45,27.75
1657714165,78.00,29.00,7.80,34.86,36.74,27.75
1657714170,78.00,29.00,7.78,38.64,40.71,27.75
1657714175,78.00,29.00,7.78,49.85,52.50,27.75
1657714180,78.00,29.00,7.78,47.99,50.55,27.75
1657714185,77.00,29.00,7.78,47.94,50.55,27.81
1657714190,77.00,29.00,7.78,49.79,52.50,27.81
1657714195,76.00,29.00,7.78,49.79,52.50,27.81
1657714196,76.00,29.00,7.78,49.79,52.50,27.81
1657714201,76.00,29.00,7.75,49.85,52.50,27.75
1657714206,75.00,29.00,7.78,49.79,52.50,27.81
1657714211,75.00,29.00,7.75,49.79,52.50,27.81
1657714216,75.00,29.00,7.75,49.85,52.50,27.75
1657714221,75.00,29.00,7.75,0.00,0.00,27.75
1657714226,75.00,29.00,7.72,13.74,14.51,27.81
1657714231,74.00,29.00,7.75,23.40,24.69,27.81
1657714236,74.00,29.00,7.75,1.98,2.09,27.81
1657714241,74.00,29.00,7.75,17.62,18.60,27.81
1657714246,74.00,29.00,7.75,19.55,20.64,27.81
1657714251,74.00,29.00,7.78,25.32,26.71,27.81
1657714256,74.00,29.00,7.78,15.68,16.55,27.81
1657714261,74.00,30.00,7.78,46.08,48.59,27.81
1657714262,74.00,30.00,7.78,46.08,48.59,27.81
1657714267,74.00,30.00,7.75,19.55,20.64,27.81
1657714272,74.00,30.00,7.80,5.93,6.25,27.69
1657714277,74.00,30.00,7.78,7.91,8.32,27.63
1657714282,74.00,30.00,7.78,5.95,6.25,27.56
1657714287,74.00,30.00,7.78,5.95,6.25,27.56
1657714292,74.00,30.00,7.78,5.95,6.25,27.56
1657714297,74.00,30.00,7.80,25.40,26.71,27.63
1657714302,74.00,30.00,7.80,29.20,30.74,27.69
1657714307,74.00,30.00,7.80,42.49,44.66,27.63
1657714312,74.00,30.00,7.83,44.42,46.63,27.56
1657714317,73.00,30.00,7.80,44.42,46.63,27.56
1657714322,73.00,30.00,7.80,44.42,46.63,27.56
1657714327,73.00,30.00,7.83,44.37,46.63,27.63
1657714328,73.00,30.00,7.80,44.37,46.63,27.63
1657714333,72.00,30.00,7.75,19.62,20.64,27.63
1657714337,72.00,30.00,7.75,33.05,34.74,27.63
1657714342,72.00,30.00,7.78,36.80,38.72,27.69
1657714347,72.00,30.00,7.78,0.00,0.00,27.69
1657714352,72.00,30.00,7.78,0.00,0.00,27.63
1657714357,72.00,30.00,7.75,0.00,0.00,27.56
1657714362,72.00,30.00,7.75,0.00,0.00,27.56
1657714367,72.00,30.00,7.75,0.00,0.00,27.56
1657714372,72.00,30.00,7.72,7.92,8.32,27.56
1657714377,72.00,30.00,7.75,7.92,8.32,27.56
1657714382,72.00,30.00,7.75,7.92,8.32,27.56
1657714387,72.00,30.00,7.75,7.92,8.32,27.56
1657714393,73.00,30.00,7.75,7.92,8.32,27.56
1657714398,73.00,30.00,7.72,9.88,10.39,27.63
1657714403,73.00,30.00,7.69,9.89,10.39,27.56
1657714408,73.00,30.00,7.75,13.81,14.51,27.56
1657714413,73.00,30.00,7.69,9.89,10.39,27.56
1657714418,73.00,30.00,7.72,11.85,12.45,27.56
1657714423,72.00,30.00,7.72,9.89,10.39,27.56
1657714428,72.00,30.00,7.75,7.93,8.32,27.50
1657714433,72.00,30.00,7.75,11.85,12.45,27.56
1657714438,72.00,30.00,7.80,9.89,10.39,27.56
1657714443,72.00,30.00,7.78,7.92,8.32,27.56
1657714448,72.00,30.00,7.72,7.92,8.32,27.56
1657714453,72.00,30.00,7.72,7.92,8.32,27.56
1657714458,72.00,30.00,7.75,7.92,8.32,27.56
1657714459,72.00,30.00,7.72,7.92,8.32,27.56
1657714464,72.00,30.00,7.72,5.95,6.25,27.56
1657714469,72.00,30.00,7.75,7.91,8.32,27.63
1657714474,72.00,30.00,7.75,9.86,10.39,27.69
1657714479,72.00,30.00,7.78,7.90,8.32,27.69
1657714484,72.00,30.00,7.78,9.86,10.39,27.69
1657714489,72.00,30.00,7.78,7.90,8.32,27.69
1657714494,73.00,30.00,7.78,9.86,10.39,27.69
1657714499,73.00,30.00,7.78,9.88,10.39,27.63
1657714504,73.00,30.00,7.72,7.91,8.32,27.63
1657714509,73.00,30.00,7.75,9.88,10.39,27.63
1657714514,73.00,30.00,7.72,7.90,8.32,27.69
1657714519,73.00,30.00,7.75,1.99,2.09,27.63
1657714524,73.00,30.00,7.78,0.00,0.00,27.63
1657714524,73.00,30.00,7.78,0.00,0.00,27.63
1657714529,73.00,30.00,7.78,1.99,2.09,27.63
1657714534,73.00,30.00,7.78,5.95,6.25,27.56
1657714540,73.00,30.00,7.78,33.01,34.74,27.69
1657714545,73.00,30.00,7.80,7.90,8.32,27.69
1657714550,73.00,30.00,7.80,0.00,0.00,27.69
1657714555,73.00,30.00,7.78,3.96,4.17,27.69
1657714560,73.00,30.00,7.78,29.17,30.74,27.75
1657714565,73.00,30.00,7.78,11.79,12.45,27.81
1657714570,73.00,30.00,7.78,49.79,52.50,27.81
1657714575,73.00,30.00,7.78,21.45,22.67,27.88
1657714580,73.00,30.00,7.78,46.03,48.59,27.88
1657714585,73.00,30.00,7.75,36.71,38.72,27.81
1657714590,73.00,30.00,7.75,51.64,54.45,27.81
1657714590,73.00,30.00,7.75,51.64,54.45,27.81
1657714595,73.00,30.00,7.75,49.74,52.50,27.88
1657714600,73.00,30.00,7.75,49.79,52.50,27.81
1657714605,73.00,30.00,7.75,51.59,54.45,27.88
1657714610,74.00,30.00,7.75,49.74,52.50,27.88
1657714615,74.00,30.00,7.75,51.59,54.45,27.88
1657714620,74.00,30.00,7.78,49.74,52.50,27.88
1657714625,74.00,30.00,7.75,49.74,52.50,27.88
1657714630,74.00,30.00,7.78,49.74,52.50,27.88
1657714635,74.00,30.00,7.75,49.68,52.50,27.94
1657714640,74.00,30.00,7.75,49.68,52.50,27.94
1657714645,74.00,30.00,7.72,51.59,54.45,27.88
1657714650,74.00,30.00,7.75,49.68,52.50,27.94
1657714655,74.00,30.00,7.72,49.68,52.50,27.94
1657714660,74.00,30.00,7.72,49.62,52.50,28.00
1657714665,74.00,30.00,7.72,51.53,54.45,27.94
1657714670,74.00,30.00,7.69,36.63,38.72,27.94
1657714675,74.00,30.00,7.69,49.74,52.50,27.88
1657714680,74.00,30.00,7.72,49.74,52.50,27.88
1657714685,74.00,30.00,7.72,49.68,52.50,27.94
1657714690,74.00,30.00,7.75,49.68,52.50,27.94
1657714695,74.00,30.00,7.75,49.68,52.50,27.94
1657714700,73.00,30.00,7.75,49.68,52.50,27.94
1657714705,73.00,30.00,7.75,49.68,52.50,27.94
1657714710,73.00,30.00,7.75,49.68,52.50,27.94
1657714715,73.00,30.00,7.72,49.74,52.50,27.88
1657714720,73.00,30.00,7.75,49.74,52.50,27.88
1657714721,73.00,30.00,7.72,49.74,52.50,27.88
1657714726,74.00,30.00,7.72,49.74,52.50,27.88
1657714731,74.00,30.00,7.72,49.74,52.50,27.88
1657714736,74.00,30.00,7.75,49.68,52.50,27.94
1657714741,74.00,30.00,7.72,49.68,52.50,27.94
1657714746,74.00,30.00,7.69,49.68,52.50,27.94
1657714751,74.00,30.00,7.75,49.62,52.50,28.00
1657714756,74.00,30.00,7.75,49.62,52.50,28.00
1657714761,74.00,30.00,7.75,47.77,50.55,28.00
1657714766,74.00,30.00,7.72,49.62,52.50,28.00
1657714771,74.00,30.00,7.72,49.62,52.50,28.00
1657714776,74.00,30.00,7.72,49.62,52.50,28.00
1657714781,74.00,30.00,7.72,49.62,52.50,28.00
1657714786,74.00,30.00,7.72,49.62,52.50,28.00
1657714787,74.00,30.00,7.75,49.62,52.50,28.00
1657714792,75.00,30.00,7.72,51.47,54.45,28.00
1657714797,75.00,30.00,7.72,49.62,52.50,28.00
1657714802,75.00,30.00,7.72,49.62,52.50,28.00
1657714807,75.00,30.00,7.75,49.62,52.50,28.00
1657714812,75.00,30.00,7.72,34.70,36.74,28.00
1657714817,75.00,30.00,7.72,49.68,52.50,27.94
1657714822,75.00,30.00,7.72,49.68,52.50,27.94
1657714827,75.00,30.00,7.72,49.68,52.50,27.94
1657714832,75.00,30.00,7.75,42.25,44.66,27.94
1657714837,75.00,30.00,7.75,47.77,50.55,28.00
1657714842,75.00,30.00,7.75,44.11,46.63,27.94
1657714847,75.00,30.00,7.72,47.83,50.55,27.94
1657714852,75.00,30.00,7.75,49.68,52.50,27.94
1657714853,75.00,30.00,7.72,49.68,52.50,27.94
1657714858,75.00,30.00,7.75,49.74,52.50,27.88
1657714863,75.00,30.00,7.75,49.74,52.50,27.88
1657714868,75.00,30.00,7.75,47.88,50.55,27.88
1657714873,75.00,30.00,7.75,47.83,50.55,27.94
1657714878,75.00,30.00,7.72,49.68,52.50,27.94
1657714883,74.00,30.00,7.75,49.68,52.50,27.94
1657714888,74.00,30.00,7.75,47.83,50.55,27.94
1657714893,74.00,30.00,7.75,42.25,44.66,27.94
1657714898,74.00,30.00,7.75,49.68,52.50,27.94
1657714903,74.00,30.00,7.72,49.68,52.50,27.94
1657714908,74.00,30.00,7.69,49.68,52.50,27.94
1657714913,74.00,30.00,7.75,47.83,50.55,27.94
1657714918,74.00,30.00,7.78,47.83,50.55,27.94
1657714923,73.00,30.00,7.75,49.68,52.50,27.94
1657714928,73.00,30.00,7.72,38.51,40.71,27.94
1657714933,73.00,30.00,7.78,49.68,52.50,27.94
1657714938,73.00,30.00,7.75,49.68,52.50,27.94
1657714943,73.00,30.00,7.72,49.62,52.50,28.00
1657714948,73.00,30.00,7.75,47.77,50.55,28.00
1657714953,73.00,30.00,7.75,32.86,34.74,27.94
1657714958,73.00,30.00,7.72,44.11,46.63,27.94
1657714963,73.00,30.00,7.72,49.62,52.50,28.00
1657714968,73.00,30.00,7.75,49.68,52.50,27.94
1657714973,73.00,30.00,7.75,49.68,52.50,27.94
1657714978,73.00,30.00,7.75,49.68,52.50,27.94
1657714983,73.00,30.00,7.72,49.62,52.50,28.00
1657714984,73.00,30.00,7.72,49.62,52.50,28.00
1657714989,73.00,30.00,7.75,49.62,52.50,28.00
1657714994,73.00,30.00,7.72,49.68,52.50,27.94
1657714999,73.00,30.00,7.75,49.62,52.50,28.00
1657715004,73.00,30.00,7.72,49.62,52.50,28.00
1657715009,73.00,30.00,7.69,49.62,52.50,28.00
1657715014,73.00,30.00,7.67,49.62,52.50,28.00
1657715019,73.00,30.00,7.72,49.68,52.50,27.94
1657715024,73.00,30.00,7.72,49.68,52.50,27.94
1657715029,73.00,30.00,7.72,49.68,52.50,27.94
1657715034,73.00,30.00,7.75,49.74,52.50,27.88
1657715039,73.00,30.00,7.75,49.74,52.50,27.88
1657715044,73.00,30.00,7.75,49.79,52.50,27.81
1657715049,73.00,30.00,7.72,49.79,52.50,27.81
1657715049,73.00,30.00,7.75,49.79,52.50,27.81
1657715054,73.00,30.00,7.78,49.79,52.50,27.81
1657715059,73.00,30.00,7.78,49.79,52.50,27.81
1657715065,73.00,30.00,7.75,49.79,52.50,27.81
1657715070,73.00,30.00,7.72,49.79,52.50,27.81
1657715075,73.00,30.00,7.72,49.79,52.50,27.81
1657715080,73.00,30.00,7.69,49.74,52.50,27.88
1657715085,73.00,30.00,7.69,49.74,52.50,27.88
1657715090,73.00,30.00,7.69,49.74,52.50,27.88
1657715095,73.00,30.00,7.72,49.74,52.50,27.88
1657715100,73.00,30.00,7.78,49.74,52.50,27.88
1657715105,73.00,30.00,7.78,49.74,52.50,27.88
1657715110,73.00,30.00,7.78,49.74,52.50,27.88
1657715115,73.00,30.00,7.78,49.79,52.50,27.81
1657715115,73.00,30.00,7.75,49.79,52.50,27.81
1657715120,73.00,30.00,7.75,49.79,52.50,27.81
1657715125,73.00,30.00,7.78,49.79,52.50,27.81
1657715130,73.00,30.00,7.75,49.79,52.50,27.81
1657715135,73.00,30.00,7.75,49.79,52.50,27.81
1657715140,73.00,30.00,7.75,49.79,52.50,27.81
1657715145,73.00,30.00,7.75,49.79,52.50,27.81
1657715150,73.00,30.00,7.75,49.85,52.50,27.75
1657715155,72.00,30.00,7.75,49.85,52.50,27.75
1657715160,72.00,30.00,7.75,49.85,52.50,27.75
1657715165,72.00,31.00,7.75,49.85,52.50,27.75
1657715170,72.00,31.00,7.72,49.85,52.50,27.75
1657715175,71.00,31.00,7.72,49.85,52.50,27.75
1657715180,71.00,31.00,7.78,49.85,52.50,27.75
1657715185,71.00,31.00,7.72,49.85,52.50,27.75
1657715190,71.00,31.00,7.75,49.85,52.50,27.75
1657715195,71.00,31.00,7.78,49.85,52.50,27.75
1657715200,71.00,31.00,7.75,49.85,52.50,27.75
1657715205,71.00,31.00,7.75,49.85,52.50,27.75
1657715210,70.00,31.00,7.72,49.85,52.50,27.75
1657715215,70.00,31.00,7.72,49.85,52.50,27.75
1657715220,70.00,31.00,7.72,49.85,52.50,27.75
1657715225,70.00,31.00,7.75,49.85,52.50,27.75
1657715230,70.00,31.00,7.75,49.85,52.50,27.75
1657715235,70.00,31.00,7.75,49.85,52.50,27.75
1657715240,70.00,31.00,7.72,49.85,52.50,27.75
1657715245,70.00,31.00,7.75,49.85,52.50,27.75
1657715246,69.00,31.00,7.75,49.85,52.50,27.75
1657715251,69.00,31.00,7.75,49.85,52.50,27.75
1657715256,69.00,31.00,7.72,49.79,52.50,27.81
1657715261,69.00,31.00,7.69,49.85,52.50,27.75
1657715266,69.00,31.00,7.69,49.85,52.50,27.75
1657715271,69.00,31.00,7.69,49.85,52.50,27.75
1657715276,69.00,31.00,7.67,49.91,52.50,27.69
1657715281,69.00,31.00,7.64,49.91,52.50,27.69
1657715286,69.00,31.00,7.61,49.97,52.50,27.63
1657715291,69.00,31.00,7.64,49.85,52.50,27.75
1657715296,69.00,31.00,7.67,49.85,52.50,27.75
1657715301,69.00,31.00,7.61,49.85,52.50,27.75
1657715306,69.00,31.00,7.64,49.85,52.50,27.75
1657715311,69.00,31.00,7.67,49.79,52.50,27.81
1657715312,69.00,31.00,7.69,49.79,52.50,27.81
1657715317,69.00,31.00,7.69,49.79,52.50,27.81
1657715322,70.00,31.00,7.69,49.79,52.50,27.81
1657715327,70.00,31.00,7.69,49.79,52.50,27.81
1657715332,70.00,31.00,7.69,49.85,52.50,27.75
1657715337,70.00,31.00,7.72,49.85,52.50,27.75
1657715342,70.00,31.00,7.72,49.79,52.50,27.81
1657715347,70.00,31.00,7.69,49.79,52.50,27.81
1657715352,70.00,31.00,7.72,49.79,52.50,27.81
1657715357,70.00,31.00,7.72,49.79,52.50,27.81
1657715362,70.00,31.00,7.75,49.79,52.50,27.81
1657715367,70.00,31.00,7.75,49.79,52.50,27.81
1657715372,70.00,31.00,7.78,49.79,52.50,27.81
1657715377,70.00,31.00,7.75,49.79,52.50,27.81
1657715378,70.00,31.00,7.75,49.79,52.50,27.81
1657715383,70.00,31.00,7.75,49.85,52.50,27.75
1657715388,70.00,31.00,7.75,49.85,52.50,27.75
1657715393,70.00,31.00,7.75,49.85,52.50,27.75
1657715398,71.00,31.00,7.75,49.85,52.50,27.75
1657715403,70.00,31.00,7.75,49.85,52.50,27.75
1657715408,70.00,31.00,7.72,49.85,52.50,27.75
1657715413,70.00,31.00,7.72,49.91,52.50,27.69
1657715418,71.00,31.00,7.72,53.67,56.39,27.63
1657715423,71.00,31.00,7.72,51.88,54.45,27.56
1657715428,71.00,31.00,7.72,52.00,54.45,27.44
1657715433,71.00,31.00,7.72,52.00,54.45,27.44
1657715438,70.00,31.00,7.72,52.00,54.45,27.44
1657715443,69.00,31.00,7.69,50.08,52.50,27.50
1657715448,69.00,31.00,7.69,49.97,52.50,27.63
1657715453,69.00,31.00,7.72,49.97,52.50,27.63
1657715458,69.00,31.00,7.69,52.00,54.45,27.44
1657715463,69.00,31.00,7.75,52.06,54.45,27.38
1657715468,69.00,31.00,7.75,52.12,54.45,27.31
1657715473,69.00,31.00,7.75,50.25,52.50,27.31
1657715478,69.00,31.00,7.78,52.12,54.45,27.31
1657715483,69.00,31.00,7.72,50.25,52.50,27.31
1657715488,69.00,31.00,7.75,53.92,56.39,27.38
1657715493,69.00,30.00,7.75,53.92,56.39,27.38
1657715498,69.00,30.00,7.72,52.12,54.45,27.31
1657715503,69.00,30.00,7.75,57.70,60.26,27.31
1657715508,69.00,30.00,7.75,53.98,56.39,27.31
1657715509,69.00,30.00,7.75,53.98,56.39,27.31
1657715514,69.00,30.00,7.72,59.55,62.19,27.31
1657715519,69.00,30.00,7.75,52.12,54.45,27.31
1657715524,69.00,30.00,7.75,46.51,48.59,27.31
1657715529,69.00,30.00,7.75,53.98,56.39,27.31
1657715534,69.00,30.00,7.72,52.18,54.45,27.25
1657715539,69.00,30.00,7.72,52.18,54.45,27.25
1657715544,69.00,30.00,7.75,52.18,54.45,27.25
1657715549,69.00,30.00,7.75,52.18,54.45,27.25
1657715554,69.00,30.00,7.75,50.31,52.50,27.25
1657715559,69.00,30.00,7.75,52.18,54.45,27.25
1657715564,69.00,30.00,7.72,50.20,52.50,27.38
1657715569,69.00,30.00,7.72,50.14,52.50,27.44
1657715574,69.00,30.00,7.72,50.14,52.50,27.44
1657715574,69.00,30.00,7.72,50.08,52.50,27.50
1657715579,69.00,30.00,7.75,50.08,52.50,27.50
1657715585,69.00,30.00,7.72,50.08,52.50,27.50
1657715590,69.00,30.00,7.75,50.02,52.50,27.56
1657715595,69.00,30.00,7.72,50.02,52.50,27.56
1657715600,68.00,31.00,7.72,50.02,52.50,27.56
1657715605,68.00,30.00,7.69,49.97,52.50,27.63
1657715610,67.00,30.00,7.69,49.97,52.50,27.63
1657715615,67.00,30.00,7.75,49.91,52.50,27.69
1657715620,67.00,30.00,7.75,51.94,54.45,27.50
1657715625,67.00,30.00,7.75,51.94,54.45,27.50
1657715630,67.00,30.00,7.78,35.07,36.74,27.44
1657715635,67.00,30.00,7.78,50.14,52.50,27.44
1657715640,67.00,30.00,7.78,51.94,54.45,27.50
1657715640,67.00,30.00,7.75,51.94,54.45,27.50
1657715645,67.00,30.00,7.75,51.94,54.45,27.50
1657715650,67.00,30.00,7.78,52.00,54.45,27.44
1657715655,67.00,30.00,7.75,53.86,56.39,27.44
1657715660,67.00,30.00,7.78,52.00,54.45,27.44
1657715665,67.00,30.00,7.78,52.00,54.45,27.44
1657715670,67.00,30.00,7.75,50.14,52.50,27.44
1657715675,67.00,30.00,7.78,52.00,54.45,27.44
1657715680,67.00,30.00,7.78,52.06,54.45,27.38
1657715685,67.00,30.00,7.75,50.20,52.50,27.38
1657715690,67.00,30.00,7.75,50.20,52.50,27.38
1657715695,67.00,30.00,7.72,52.06,54.45,27.38
1657715700,67.00,30.00,7.75,50.14,52.50,27.44
1657715705,67.00,30.00,7.72,50.20,52.50,27.38
1657715710,67.00,30.00,7.72,52.06,54.45,27.38
1657715715,67.00,30.00,7.69,52.06,54.45,27.38
1657715720,67.00,30.00,7.69,52.06,54.45,27.38
1657715725,67.00,30.00,7.67,52.06,54.45,27.38
1657715730,66.00,30.00,7.69,50.20,52.50,27.38
1657715735,66.00,30.00,7.67,50.25,52.50,27.31
1657715740,66.00,30.00,7.64,50.25,52.50,27.31
1657715745,65.00,30.00,7.64,52.12,54.45,27.31
1657715750,65.00,30.00,7.61,50.25,52.50,27.31
1657715755,65.00,30.00,7.67,50.25,52.50,27.31
1657715760,65.00,30.00,7.69,50.31,52.50,27.25
1657715765,65.00,30.00,7.72,52.24,54.45,27.19
1657715770,65.00,30.00,7.72,50.37,52.50,27.19
1657715771,65.00,30.00,7.69,50.37,52.50,27.19
1657715776,66.00,30.00,7.75,50.37,52.50,27.19
1657715781,66.00,30.00,7.75,50.43,52.50,27.13
1657715786,66.00,30.00,7.75,52.24,54.45,27.19
1657715791,66.00,30.00,7.75,52.24,54.45,27.19
1657715796,66.00,30.00,7.78,52.24,54.45,27.19
1657715801,66.00,30.00,7.75,52.30,54.45,27.13
1657715806,67.00,30.00,7.75,52.30,54.45,27.13
1657715811,67.00,30.00,7.75,50.31,52.50,27.25
1657715816,67.00,30.00,7.75,50.20,52.50,27.38
1657715821,67.00,30.00,7.75,50.20,52.50,27.38
1657715826,67.00,30.00,7.75,50.14,52.50,27.44
1657715831,67.00,30.00,7.75,50.14,52.50,27.44
1657715836,67.00,30.00,7.75,37.01,38.72,27.38
1657715837,67.00,30.00,7.75,37.01,38.72,27.38
1657715842,67.00,30.00,7.75,50.20,52.50,27.38
1657715847,67.00,30.00,7.75,50.20,52.50,27.38
1657715852,68.00,30.00,7.75,48.27,50.55,27.44
1657715857,68.00,30.00,7.75,50.14,52.50,27.44
1657715862,68.00,30.00,7.72,50.14,52.50,27.44
1657715867,68.00,30.00,7.72,50.14,52.50,27.44
1657715872,69.00,30.00,7.72,50.14,52.50,27.44
1657715877,69.00,30.00,7.72,50.14,52.50,27.44
1657715882,69.00,30.00,7.75,50.20,52.50,27.38
1657715887,69.00,30.00,7.75,50.14,52.50,27.44
1657715892,69.00,30.00,7.75,50.20,52.50,27.38
1657715897,69.00,30.00,7.75,50.20,52.50,27.38
1657715902,69.00,30.00,7.75,50.20,52.50,27.38
1657715903,69.00,30.00,7.75,50.20,52.50,27.38
1657715908,70.00,30.00,7.72,50.20,52.50,27.38
1657715913,70.00,30.00,7.75,50.20,52.50,27.38
1657715918,70.00,30.00,7.75,50.20,52.50,27.38
1657715923,70.00,30.00,7.78,50.20,52.50,27.38
1657715928,70.00,30.00,7.75,50.20,52.50,27.38
1657715933,70.00,30.00,7.75,50.20,52.50,27.38
1657715938,71.00,30.00,7.75,50.20,52.50,27.38
1657715943,71.00,30.00,7.75,50.25,52.50,27.31
1657715948,71.00,29.00,7.72,50.25,52.50,27.31
1657715953,71.00,29.00,7.75,50.25,52.50,27.31
1657715958,71.00,29.00,7.78,50.20,52.50,27.38
1657715963,71.00,29.00,7.75,50.20,52.50,27.38
1657715968,72.00,29.00,7.78,50.14,52.50,27.44
1657715973,72.00,29.00,7.72,50.14,52.50,27.44
1657715978,72.00,29.00,7.72,50.08,52.50,27.50
1657715983,72.00,29.00,7.72,50.02,52.50,27.56
1657715988,72.00,29.00,7.72,50.02,52.50,27.56
1657715993,72.00,29.00,7.72,50.08,52.50,27.50
1657715998,72.00,29.00,7.72,50.02,52.50,27.56
1657716003,72.00,29.00,7.72,50.02,52.50,27.56
1657716008,72.00,29.00,7.72,50.08,52.50,27.50
1657716013,72.00,29.00,7.72,50.08,52.50,27.50
1657716018,72.00,29.00,7.72,50.02,52.50,27.56
1657716023,72.00,29.00,7.69,50.02,52.50,27.56
1657716028,72.00,29.00,7.69,50.02,52.50,27.56
1657716033,73.00,29.00,7.69,50.08,52.50,27.50
1657716034,73.00,29.00,7.69,50.02,52.50,27.56
1657716039,73.00,29.00,7.69,50.08,52.50,27.50
1657716044,73.00,29.00,7.69,50.08,52.50,27.50
1657716049,73.00,29.00,7.69,50.08,52.50,27.50
1657716054,73.00,29.00,7.69,50.08,52.50,27.50
1657716059,73.00,29.00,7.69,50.08,52.50,27.50
1657716064,73.00,29.00,7.72,35.03,36.74,27.50
1657716069,73.00,29.00,7.69,33.16,34.74,27.44
1657716074,73.00,29.00,7.69,40.75,42.68,27.44
1657716079,73.00,29.00,7.72,50.20,52.50,27.38
1657716084,73.00,29.00,7.72,50.20,52.50,27.38
1657716089,73.00,29.00,7.72,50.20,52.50,27.38
1657716094,73.00,29.00,7.72,50.20,52.50,27.38
1657716099,73.00,29.00,7.72,50.20,52.50,27.38
1657716100,73.00,29.00,7.75,50.20,52.50,27.38
1657716105,73.00,29.00,7.75,50.20,52.50,27.38
1657716110,73.00,29.00,7.75,50.25,52.50,27.31
1657716115,73.00,29.00,7.75,50.25,52.50,27.31
1657716120,73.00,29.00,7.75,50.25,52.50,27.31
1657716125,73.00,29.00,7.69,50.25,52.50,27.31
1657716130,73.00,29.00,7.72,50.25,52.50,27.31
1657716135,73.00,29.00,7.72,50.25,52.50,27.31
1657716140,73.00,29.00,7.72,50.14,52.50,27.44
1657716145,73.00,29.00,7.69,50.14,52.50,27.44
1657716150,73.00,29.00,7.72,50.08,52.50,27.50
1657716155,73.00,29.00,7.72,50.02,52.50,27.56
1657716160,73.00,29.00,7.75,49.97,52.50,27.63
1657716165,73.00,29.00,7.75,49.91,52.50,27.69
1657716165,73.00,29.00,7.75,49.91,52.50,27.69
1657716170,73.00,29.00,7.75,49.91,52.50,27.69
1657716175,73.00,29.00,7.75,49.91,52.50,27.69
1657716180,73.00,29.00,7.75,49.97,52.50,27.63
1657716185,73.00,29.00,7.75,49.97,52.50,27.63
1657716190,72.00,29.00,7.75,50.02,52.50,27.56
1657716195,72.00,29.00,7.78,50.02,52.50,27.56
1657716200,72.00,29.00,7.78,50.02,52.50,27.56
1657716205,72.00,29.00,7.78,50.02,52.50,27.56
1657716210,72.00,29.00,7.78,50.02,52.50,27.56
1657716215,72.00,29.00,7.78,50.02,52.50,27.56
1657716220,72.00,29.00,7.78,50.02,52.50,27.56
1657716225,72.00,29.00,7.78,50.02,52.50,27.56
1657716230,72.00,29.00,7.75,50.02,52.50,27.56
1657716235,72.00,29.00,7.78,50.02,52.50,27.56
1657716240,72.00,29.00,7.78,50.02,52.50,27.56
1657716245,72.00,29.00,7.78,50.02,52.50,27.56
1657716250,72.00,29.00,7.75,50.08,52.50,27.50
